word,freq,verb_prob
describe,5.434542319425818e-06,0.8135593220338984
celebrate,5.434542319425818e-06,0.7966101694915254
loosen,5.434542319425818e-06,0.9491525423728814
shove,5.434542319425818e-06,0.7796610169491526
pray,5.434542319425818e-06,0.7966101694915254
discuss,5.250320545885959e-06,0.6140350877192983
dart,5.15820965911603e-06,0.9107142857142857
identify,5.066098772346101e-06,0.7272727272727273
explode,5.066098772346101e-06,0.8363636363636363
shimmy,4.973987885576172e-06,1.0
carve,4.973987885576172e-06,0.6111111111111112
snatch,4.697655225266385e-06,0.8823529411764706
assume,4.697655225266385e-06,0.6666666666666666
dub,4.697655225266385e-06,0.7254901960784313
remove,4.697655225266385e-06,0.6274509803921569
beg,4.697655225266385e-06,0.6274509803921569
gravitate,4.697655225266385e-06,0.7647058823529411
waddle,4.605544338496455e-06,0.96
fetch,4.605544338496455e-06,1.0
sizzle,4.513433451726527e-06,0.9387755102040817
flatten,4.513433451726527e-06,0.7551020408163265
slurp,4.421322564956597e-06,0.75
swear,4.421322564956597e-06,0.8333333333333334
whisk,4.3292116781866685e-06,0.8085106382978723
tackle,4.14498990464681e-06,0.6222222222222222
rejoice,4.052879017876881e-06,1.0
glug,4.052879017876881e-06,0.7045454545454546
examine,3.960768131106951e-06,0.813953488372093
reply,3.868657244337023e-06,0.6666666666666666
enter,3.868657244337023e-06,0.8571428571428571
pronounce,3.7765463575670937e-06,0.8048780487804879
stalk,3.7765463575670937e-06,0.8292682926829268
encourage,3.6844354707971643e-06,0.675
crumble,3.500213697257306e-06,0.6578947368421053
squoosh,3.500213697257306e-06,0.6052631578947368
dye,3.408102810487377e-06,0.918918918918919
earn,3.408102810487377e-06,0.8648648648648649
yap,3.408102810487377e-06,0.6486486486486487
scan,3.315991923717448e-06,0.6111111111111112
lend,3.315991923717448e-06,0.8611111111111112
prove,3.315991923717448e-06,0.8888888888888888
stab,3.315991923717448e-06,0.8333333333333334
avoid,3.223881036947519e-06,0.8
yack,3.223881036947519e-06,0.7142857142857143
solve,3.13177015017759e-06,0.7058823529411765
apologize,3.13177015017759e-06,0.8823529411764706
yeow,3.13177015017759e-06,0.7352941176470589
catalogue,3.039659263407661e-06,0.9393939393939394
dice,3.039659263407661e-06,0.9393939393939394
tinkle,3.039659263407661e-06,0.8787878787878788
fail,3.039659263407661e-06,0.7878787878787878
glub,2.9475483766377314e-06,0.90625
wriggle,2.9475483766377314e-06,0.6875
admit,2.9475483766377314e-06,0.96875
shuttle,2.8554374898678024e-06,1.0
recommend,2.8554374898678024e-06,0.9354838709677419
communicate,2.8554374898678024e-06,0.6774193548387096
git,2.8554374898678024e-06,0.6129032258064516
knead,2.7633266030978733e-06,0.7333333333333333
strum,2.7633266030978733e-06,0.7333333333333333
snarl,2.6712157163279442e-06,0.8620689655172413
create,2.6712157163279442e-06,0.6206896551724138
ping,2.6712157163279442e-06,0.8275862068965517
brang,2.6712157163279442e-06,0.7241379310344828
cling,2.6712157163279442e-06,0.8620689655172413
insist,2.6712157163279442e-06,0.9310344827586207
pounce,2.579104829558015e-06,0.8928571428571429
tattoo,2.579104829558015e-06,0.6071428571428571
shush,2.579104829558015e-06,0.6071428571428571
respond,2.579104829558015e-06,0.7142857142857143
greet,2.486993942788086e-06,0.7037037037037037
slither,2.394883056018157e-06,0.7307692307692307
invent,2.3027721692482276e-06,0.72
exclaim,2.3027721692482276e-06,0.76
dingaling,2.3027721692482276e-06,0.72
stabilize,2.3027721692482276e-06,0.68
plunk,2.2106612824782986e-06,0.75
provide,2.2106612824782986e-06,0.75
better,2.2106612824782986e-06,0.7083333333333334
manipulate,2.2106612824782986e-06,0.8333333333333334
roam,2.1185503957083695e-06,0.6956521739130435
mend,2.1185503957083695e-06,0.6956521739130435
afford,2.1185503957083695e-06,0.9130434782608695
exist,2.0264395089384404e-06,0.9090909090909091
guarantee,2.0264395089384404e-06,0.6818181818181818
obey,2.0264395089384404e-06,0.7727272727272727
yank,1.9343286221685114e-06,0.7619047619047619
peer,1.9343286221685114e-06,0.7619047619047619
review,1.9343286221685114e-06,0.7142857142857143
smoosh,1.9343286221685114e-06,0.6190476190476191
splatter,1.9343286221685114e-06,0.7142857142857143
predict,1.9343286221685114e-06,0.6666666666666666
require,1.9343286221685114e-06,0.6666666666666666
retire,1.9343286221685114e-06,0.8095238095238095
harness,1.9343286221685114e-06,0.9523809523809523
remain,1.9343286221685114e-06,0.8095238095238095
weep,1.9343286221685114e-06,0.7142857142857143
budge,1.9343286221685114e-06,0.6666666666666666
gnaw,1.8422177353985821e-06,0.7
squawk,1.8422177353985821e-06,0.75
moan,1.8422177353985821e-06,0.7
investigate,1.8422177353985821e-06,0.7
jive,1.750106848628653e-06,0.9473684210526315
crackle,1.750106848628653e-06,0.6842105263157895
clog,1.750106848628653e-06,0.8421052631578947
participate,1.750106848628653e-06,0.7368421052631579
graze,1.750106848628653e-06,0.8947368421052632
blush,1.750106848628653e-06,0.8421052631578947
forgive,1.750106848628653e-06,0.8421052631578947
swoosh,1.750106848628653e-06,0.631578947368421
fling,1.750106848628653e-06,0.7894736842105263
resist,1.750106848628653e-06,1.0
refuse,1.750106848628653e-06,0.6842105263157895
snuff,1.657995961858724e-06,0.6111111111111112
recall,1.657995961858724e-06,0.8333333333333334
scissor,1.657995961858724e-06,0.6666666666666666
initiate,1.657995961858724e-06,1.0
snuffle,1.657995961858724e-06,0.8888888888888888
occur,1.657995961858724e-06,0.7222222222222222
memorize,1.657995961858724e-06,0.7777777777777778
bid,1.565885075088795e-06,0.6470588235294118
urinate,1.565885075088795e-06,1.0
flirt,1.565885075088795e-06,0.6470588235294118
survive,1.565885075088795e-06,0.8823529411764706
repel,1.4737741883188657e-06,0.625
twine,1.4737741883188657e-06,1.0
suffer,1.4737741883188657e-06,0.625
illustrate,1.4737741883188657e-06,0.625
flee,1.4737741883188657e-06,0.875
drape,1.4737741883188657e-06,1.0
smudge,1.4737741883188657e-06,0.8125
pierce,1.4737741883188657e-06,0.625
intend,1.4737741883188657e-06,0.625
flatter,1.3816633015489367e-06,0.7333333333333333
react,1.3816633015489367e-06,0.8666666666666667
quiver,1.3816633015489367e-06,0.8666666666666667
pry,1.3816633015489367e-06,1.0
hearken,1.3816633015489367e-06,1.0
thaw,1.3816633015489367e-06,0.7333333333333333
dazzle,1.3816633015489367e-06,0.8
grasp,1.2895524147790076e-06,0.7142857142857143
ruffle,1.2895524147790076e-06,0.6428571428571429
release,1.2895524147790076e-06,0.6428571428571429
teeter,1.2895524147790076e-06,1.0
kidnap,1.2895524147790076e-06,0.7142857142857143
adopt,1.2895524147790076e-06,0.7142857142857143
wail,1.1974415280090785e-06,0.7692307692307693
stunt,1.1974415280090785e-06,0.8461538461538461
absorb,1.1974415280090785e-06,0.6153846153846154
apply,1.1974415280090785e-06,0.7692307692307693
speckle,1.1974415280090785e-06,0.6153846153846154
babysat,1.1974415280090785e-06,0.8461538461538461
sow,1.1974415280090785e-06,0.8461538461538461
distinguish,1.1974415280090785e-06,0.8461538461538461
defend,1.1974415280090785e-06,0.6153846153846154
quote,1.1974415280090785e-06,0.6153846153846154
cure,1.1053306412391493e-06,0.6666666666666666
scurry,1.1053306412391493e-06,1.0
interfere,1.1053306412391493e-06,0.9166666666666666
represent,1.1053306412391493e-06,0.75
beware,1.1053306412391493e-06,0.8333333333333334
bribe,1.1053306412391493e-06,0.75
translate,1.1053306412391493e-06,0.75
clamp,1.1053306412391493e-06,0.9166666666666666
edit,1.0132197544692202e-06,0.8181818181818182
extend,1.0132197544692202e-06,0.7272727272727273
plead,1.0132197544692202e-06,0.7272727272727273
pong,1.0132197544692202e-06,1.0
zigzag,1.0132197544692202e-06,0.6363636363636364
approve,1.0132197544692202e-06,0.6363636363636364
inspect,1.0132197544692202e-06,0.8181818181818182
indicate,1.0132197544692202e-06,1.0
arise,1.0132197544692202e-06,1.0
straddle,1.0132197544692202e-06,1.0
sprain,1.0132197544692202e-06,0.7272727272727273
vomit,1.0132197544692202e-06,0.9090909090909091
regret,1.0132197544692202e-06,0.8181818181818182
delete,9.211088676992911e-07,0.9
topple,9.211088676992911e-07,1.0
prevent,9.211088676992911e-07,1.0
compete,9.211088676992911e-07,0.8
totter,9.211088676992911e-07,1.0
deny,9.211088676992911e-07,0.9
insert,9.211088676992911e-07,0.7
sire,9.211088676992911e-07,1.0
rotate,9.211088676992911e-07,0.9
snitch,9.211088676992911e-07,0.9
skedaddle,9.211088676992911e-07,1.0
eject,9.211088676992911e-07,1.0
vanish,8.28997980929362e-07,1.0
commit,8.28997980929362e-07,0.6666666666666666
clobber,8.28997980929362e-07,0.7777777777777778
resemble,8.28997980929362e-07,1.0
scram,8.28997980929362e-07,0.8888888888888888
contribute,8.28997980929362e-07,0.8888888888888888
gnash,8.28997980929362e-07,1.0
scootch,8.28997980929362e-07,0.8888888888888888
suffocate,8.28997980929362e-07,0.7777777777777778
harden,8.28997980929362e-07,0.7777777777777778
interpret,7.368870941594329e-07,0.625
slosh,7.368870941594329e-07,0.875
carp,7.368870941594329e-07,1.0
worship,7.368870941594329e-07,0.625
smother,7.368870941594329e-07,0.75
terrorize,7.368870941594329e-07,0.75
guzzle,7.368870941594329e-07,1.0
persuade,7.368870941594329e-07,0.625
tremble,7.368870941594329e-07,0.875
mew,7.368870941594329e-07,0.625
mince,7.368870941594329e-07,1.0
reckon,7.368870941594329e-07,1.0
ferret,7.368870941594329e-07,1.0
glisten,6.447762073895038e-07,0.7142857142857143
seep,6.447762073895038e-07,1.0
suckle,6.447762073895038e-07,0.8571428571428571
harrow,6.447762073895038e-07,1.0
stash,6.447762073895038e-07,1.0
scamper,6.447762073895038e-07,1.0
exert,6.447762073895038e-07,0.7142857142857143
hark,6.447762073895038e-07,1.0
strangle,6.447762073895038e-07,0.8571428571428571
gouge,6.447762073895038e-07,0.8571428571428571
rely,6.447762073895038e-07,0.7142857142857143
stumble,6.447762073895038e-07,1.0
frolick,6.447762073895038e-07,0.8571428571428571
inhale,6.447762073895038e-07,0.8571428571428571
soften,6.447762073895038e-07,0.7142857142857143
mangle,6.447762073895038e-07,0.8571428571428571
clonk,6.447762073895038e-07,1.0
wither,6.447762073895038e-07,0.8571428571428571
tweak,6.447762073895038e-07,1.0
catapult,6.447762073895038e-07,0.7142857142857143
cram,6.447762073895038e-07,0.8571428571428571
tolerate,6.447762073895038e-07,1.0
collide,6.447762073895038e-07,0.8571428571428571
visualize,6.447762073895038e-07,1.0
acknowledge,6.447762073895038e-07,0.7142857142857143
assemble,6.447762073895038e-07,0.7142857142857143
churn,5.526653206195746e-07,0.6666666666666666
tote,5.526653206195746e-07,1.0
clank,5.526653206195746e-07,0.6666666666666666
simmer,5.526653206195746e-07,1.0
analyze,5.526653206195746e-07,1.0
sup,5.526653206195746e-07,1.0
wop,5.526653206195746e-07,1.0
instruct,5.526653206195746e-07,0.6666666666666666
garble,5.526653206195746e-07,0.8333333333333334
fume,5.526653206195746e-07,1.0
generate,5.526653206195746e-07,0.6666666666666666
crochet,5.526653206195746e-07,0.6666666666666666
perm,5.526653206195746e-07,0.8333333333333334
crock,5.526653206195746e-07,0.6666666666666666
define,5.526653206195746e-07,1.0
succeed,5.526653206195746e-07,0.8333333333333334
wring,5.526653206195746e-07,0.8333333333333334
brighten,5.526653206195746e-07,1.0
specify,5.526653206195746e-07,0.6666666666666666
hew,5.526653206195746e-07,0.8333333333333334
negotiate,5.526653206195746e-07,1.0
murmur,5.526653206195746e-07,0.8333333333333334
recite,5.526653206195746e-07,0.8333333333333334
anticipate,5.526653206195746e-07,0.6666666666666666
urge,4.6055443384964553e-07,0.8
subtract,4.6055443384964553e-07,1.0
glorify,4.6055443384964553e-07,0.8
flunk,4.6055443384964553e-07,0.8
ambush,4.6055443384964553e-07,1.0
whap,4.6055443384964553e-07,1.0
squiggle,4.6055443384964553e-07,0.8
orient,4.6055443384964553e-07,1.0
heist,4.6055443384964553e-07,1.0
applaud,4.6055443384964553e-07,1.0
maintain,4.6055443384964553e-07,1.0
advise,4.6055443384964553e-07,1.0
overstay,4.6055443384964553e-07,1.0
lookie,4.6055443384964553e-07,1.0
freshen,4.6055443384964553e-07,0.8
evaporate,4.6055443384964553e-07,1.0
grout,4.6055443384964553e-07,0.8
xerox,4.6055443384964553e-07,1.0
clutter,4.6055443384964553e-07,0.8
resolve,4.6055443384964553e-07,0.8
discard,4.6055443384964553e-07,1.0
donate,4.6055443384964553e-07,1.0
clomp,3.684435470797164e-07,1.0
sanitize,3.684435470797164e-07,0.75
hire,3.684435470797164e-07,1.0
rummage,3.684435470797164e-07,0.75
growned,3.684435470797164e-07,1.0
stow,3.684435470797164e-07,0.75
bode,3.684435470797164e-07,0.75
cripple,3.684435470797164e-07,0.75
refuel,3.684435470797164e-07,0.75
parch,3.684435470797164e-07,0.75
scowl,3.684435470797164e-07,0.75
huddle,3.684435470797164e-07,0.75
baffle,3.684435470797164e-07,0.75
captivate,3.684435470797164e-07,0.75
diagnose,3.684435470797164e-07,0.75
emphasize,3.684435470797164e-07,1.0
practise,3.684435470797164e-07,1.0
toil,3.684435470797164e-07,0.75
elaborate,3.684435470797164e-07,0.75
muss,3.684435470797164e-07,1.0
declare,3.684435470797164e-07,0.75
flurry,3.684435470797164e-07,0.75
dapple,3.684435470797164e-07,0.75
detour,3.684435470797164e-07,1.0
detect,3.684435470797164e-07,0.75
regulate,3.684435470797164e-07,1.0
inquire,3.684435470797164e-07,1.0
proceed,3.684435470797164e-07,0.75
shunt,2.763326603097873e-07,0.6666666666666666
weaken,2.763326603097873e-07,1.0
hurl,2.763326603097873e-07,1.0
verbalize,2.763326603097873e-07,0.6666666666666666
induce,2.763326603097873e-07,0.6666666666666666
spew,2.763326603097873e-07,0.6666666666666666
splosh,2.763326603097873e-07,1.0
scam,2.763326603097873e-07,0.6666666666666666
snag,2.763326603097873e-07,0.6666666666666666
coil,2.763326603097873e-07,0.6666666666666666
wean,2.763326603097873e-07,0.6666666666666666
putz,2.763326603097873e-07,0.6666666666666666
import,2.763326603097873e-07,0.6666666666666666
sledge,2.763326603097873e-07,0.6666666666666666
cater,2.763326603097873e-07,0.6666666666666666
jangle,2.763326603097873e-07,1.0
slag,2.763326603097873e-07,1.0
ogle,2.763326603097873e-07,1.0
intensify,2.763326603097873e-07,0.6666666666666666
integrate,2.763326603097873e-07,0.6666666666666666
ration,2.763326603097873e-07,0.6666666666666666
inherit,2.763326603097873e-07,0.6666666666666666
lure,2.763326603097873e-07,0.6666666666666666
cease,2.763326603097873e-07,0.6666666666666666
sober,2.763326603097873e-07,1.0
loot,2.763326603097873e-07,0.6666666666666666
swap,2.763326603097873e-07,0.6666666666666666
galumph,2.763326603097873e-07,1.0
swivel,2.763326603097873e-07,0.6666666666666666
swerve,2.763326603097873e-07,1.0
eliminate,2.763326603097873e-07,0.6666666666666666
precede,2.763326603097873e-07,1.0
cuss,2.763326603097873e-07,0.6666666666666666
propose,2.763326603097873e-07,1.0
assist,2.763326603097873e-07,1.0
emerge,2.763326603097873e-07,0.6666666666666666
embroider,2.763326603097873e-07,0.6666666666666666
ripen,2.763326603097873e-07,0.6666666666666666
abide,2.763326603097873e-07,1.0
detach,2.763326603097873e-07,1.0
fizzle,2.763326603097873e-07,0.6666666666666666
pivot,2.763326603097873e-07,1.0
disable,2.763326603097873e-07,0.6666666666666666
taunt,2.763326603097873e-07,1.0
tatter,2.763326603097873e-07,0.6666666666666666
differentiate,2.763326603097873e-07,1.0
dismiss,2.763326603097873e-07,0.6666666666666666
forsake,2.763326603097873e-07,1.0
formulate,2.763326603097873e-07,0.6666666666666666
plod,2.763326603097873e-07,1.0
backfire,2.763326603097873e-07,1.0
symbolize,2.763326603097873e-07,1.0
tromp,2.763326603097873e-07,1.0
flourish,2.763326603097873e-07,0.6666666666666666
delineate,2.763326603097873e-07,0.6666666666666666
pavilion,2.763326603097873e-07,0.6666666666666666
comprehend,2.763326603097873e-07,0.6666666666666666
gussy,2.763326603097873e-07,1.0
narrate,2.763326603097873e-07,0.6666666666666666
cope,2.763326603097873e-07,0.6666666666666666
submit,2.763326603097873e-07,1.0
nosedive,2.763326603097873e-07,1.0
behold,2.763326603097873e-07,1.0
provoke,2.763326603097873e-07,0.6666666666666666
crest,2.763326603097873e-07,0.6666666666666666
compose,2.763326603097873e-07,0.6666666666666666
await,1.842217735398582e-07,1.0
balk,1.842217735398582e-07,1.0
moor,1.842217735398582e-07,1.0
witness,1.842217735398582e-07,1.0
mutilate,1.842217735398582e-07,1.0
resign,1.842217735398582e-07,1.0
muse,1.842217735398582e-07,1.0
resent,1.842217735398582e-07,1.0
wimp,1.842217735398582e-07,1.0
bray,1.842217735398582e-07,1.0
reek,1.842217735398582e-07,1.0
lope,1.842217735398582e-07,1.0
wend,1.842217735398582e-07,1.0
wield,1.842217735398582e-07,1.0
wakie,1.842217735398582e-07,1.0
nix,1.842217735398582e-07,1.0
seize,1.842217735398582e-07,1.0
bandy,1.842217735398582e-07,1.0
banish,1.842217735398582e-07,1.0
scuff,1.842217735398582e-07,1.0
aspirate,1.842217735398582e-07,1.0
linger,1.842217735398582e-07,1.0
lisp,1.842217735398582e-07,1.0
suppress,1.842217735398582e-07,1.0
deceive,1.842217735398582e-07,1.0
fulfill,1.842217735398582e-07,1.0
penetrate,1.842217735398582e-07,1.0
cower,1.842217735398582e-07,1.0
grime,1.842217735398582e-07,1.0
gyp,1.842217735398582e-07,1.0
conquer,1.842217735398582e-07,1.0
contend,1.842217735398582e-07,1.0
glower,1.842217735398582e-07,1.0
gloat,1.842217735398582e-07,1.0
criticize,1.842217735398582e-07,1.0
elude,1.842217735398582e-07,1.0
dominate,1.842217735398582e-07,1.0
enthrall,1.842217735398582e-07,1.0
dole,1.842217735398582e-07,1.0
enclose,1.842217735398582e-07,1.0
enable,1.842217735398582e-07,1.0
drat,1.842217735398582e-07,1.0
transcend,1.842217735398582e-07,1.0
dilute,1.842217735398582e-07,1.0
flitter,1.842217735398582e-07,1.0
depart,1.842217735398582e-07,1.0
tamper,1.842217735398582e-07,1.0
destruct,1.842217735398582e-07,1.0
prescribe,1.842217735398582e-07,1.0
discern,1.842217735398582e-07,1.0
extricate,1.842217735398582e-07,1.0
accompany,1.842217735398582e-07,1.0
acclimate,1.842217735398582e-07,1.0
intersperse,1.842217735398582e-07,1.0
interject,1.842217735398582e-07,1.0
alter,1.842217735398582e-07,1.0
